case_id,location_code,cluster_number,block_number,SRQ,date,form_id,username,Contact,Participation,Return,Residency_Requirement,Fecha_de_nacimiento,Sex,Number_in_Family,Prior_Product_Use,Current_Product_Use,Mosquitero_Use,Recommend_to_others,Problems_with_Repellents,type_of_problem,Otra_Respuesta_Problems_with_Repellents,Pay_for_Repellents,Mosquito_Density,Mosquito_Bite_Rate,Tablet_Use,SRQ1
bcfba375-38ed-4d30-8585-3ef0f4a293f3,SAB301,6.1,235,sr3,2019-01-09,905e5641-9397-46bb-b6ca-6ab461c401ad,liliana,yes,yes,NA,yes,1959-04-28,female,NA,yes,less,never,yes,never,NA,NA,yes,less,less,ok,sr3
834d26c2-47b3-4721-b7cd-bfbd6947220d,SAB312,6.1,235,NA,2019-01-09,7cdd6b65-1780-4bab-8140-17072ed766cf,liliana,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr3
834d26c2-47b3-4721-b7cd-bfbd6947220d,SAB312,6.1,235,sr2,2018-05-30,3cfdb279-7aa1-46c6-80da-fc433523ed5b,iquitos_nn,yes,yes,NA,yes,1949-06-02,female,1,never,NA,never,yes,yes,appearance,NA,no,same,same,easy,sr2
834d26c2-47b3-4721-b7cd-bfbd6947220d,SAB312,6.1,235,NA,2018-05-16,10ed4d35-426c-4a8c-83d0-e329ea333df7,mollybarry,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr2
834d26c2-47b3-4721-b7cd-bfbd6947220d,SAB312,6.1,235,sr1,2017-05-17,973b9c21-3f5f-4707-900f-0e576b3528dd,beyquer,yes,yes,NA,yes,1976-01-03,female,1,never,NA,equal,yes,never,NA,NA,no,less,more,ok,sr1
0fcee1a9-a2fd-4cc7-b9b0-98780f637b50,SAB296,6.1,235,NA,2019-01-09,bb0629c6-2e94-488c-befc-26e22615ba4d,liliana,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr3
0fcee1a9-a2fd-4cc7-b9b0-98780f637b50,SAB296,6.1,235,sr2,2018-06-26,663f5cbe-5a44-4152-862a-8ad8a0289bb0,iquitos_fc,yes,yes,NA,yes,1968-08-11,female,1,never,NA,more,no,never,NA,NA,no,more,more,ok,sr2
0fcee1a9-a2fd-4cc7-b9b0-98780f637b50,SAB296,6.1,235,NA,2018-05-16,8d574f87-d80c-4f14-9269-8838a27eddd4,mollybarry,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr2
0fcee1a9-a2fd-4cc7-b9b0-98780f637b50,SAB296,6.1,235,NA,2017-05-17,b84d96af-fbd4-4e19-8f83-dd676272dfef,madison,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr1
a675c3ae-7b30-455b-b102-0fdfa10d1472,SAB360B,6.1,238,sr3,2019-01-09,c7aa0e15-4b25-4d39-a6a8-51d46b66ea63,rosana,yes,yes,NA,yes,1995-05-12,male,NA,yes,more,more,no,never,NA,NA,no,more,more,easy,sr3
a675c3ae-7b30-455b-b102-0fdfa10d1472,SAB360B,6.1,238,sr2,2018-05-30,12fb805f-4bdb-4ca8-8fea-bd29a49ec5a8,mollybarry,yes,yes,NA,yes,1996-08-19,female,1,never,NA,less,yes,never,NA,NA,yes,same,less,easy,sr2
a0309f4f-3c2f-498f-b2f7-d70480746cb3,SAB362,6.1,238,sr3,2019-01-09,6042fda2-8319-41e9-831d-4c38da363065,rosana,yes,yes,NA,yes,1955-01-19,female,NA,never,NA,never,yes,never,NA,NA,no,less,same,difficult,sr3
a0309f4f-3c2f-498f-b2f7-d70480746cb3,SAB362,6.1,238,sr2,2018-05-30,11e3dfde-0965-47d4-baed-869d45cc124a,mollybarry,yes,yes,NA,yes,1955-01-20,female,1,never,NA,less,yes,never,NA,NA,no,less,less,difficult,sr2
a0309f4f-3c2f-498f-b2f7-d70480746cb3,SAB362,6.1,238,sr1,2017-05-31,5c784115-b4d0-4574-bb4f-8569690c4254,madison,yes,yes,NA,yes,1955-01-19,female,1,never,NA,never,yes,never,NA,NA,no,same,less,difficult,sr1
88bb5c20-7289-4397-b814-423b4fd66123,SAB367,6.1,238,sr3,2019-01-09,9b0d33d7-1416-4cc9-9662-f176471b6403,rosana,yes,yes,NA,yes,1952-08-18,female,NA,yes,equal,equal,no,never,NA,NA,no,same,more,ok,sr3
88bb5c20-7289-4397-b814-423b4fd66123,SAB367,6.1,238,sr2,2018-05-16,4e1c5cdc-9547-407c-82b5-00e6696b704f,arnold,yes,yes,NA,yes,1986-08-07,female,1,yes,less,more,yes,never,NA,NA,no,less,same,easy,sr2
82bcddea-e779-4820-8c86-c09f34fbc6a7,SAB368,6.1,238,sr3,2019-01-09,309fc6b9-f8e4-44f8-b48a-5784574cc162,rosana,yes,yes,NA,yes,1967-11-02,female,NA,yes,equal,never,yes,never,NA,NA,no,less,same,ok,sr3
36b7a3eb-5f61-449b-8cf4-d2529b1e5ad4,SAB384,6.1,238,sr3,2019-01-09,2096e8b1-61af-48e1-9590-c3056efb9e4c,rosana,yes,yes,NA,yes,1959-11-18,female,NA,never,NA,equal,yes,never,NA,NA,no,less,same,ok,sr3
36b7a3eb-5f61-449b-8cf4-d2529b1e5ad4,SAB384,6.1,238,sr2,2018-05-16,b12a0b8c-55b3-442a-8e06-bf74b4b34217,mollybarry,yes,yes,NA,yes,1959-11-18,female,1,never,NA,equal,yes,never,NA,NA,yes,less,less,easy,sr2
36b7a3eb-5f61-449b-8cf4-d2529b1e5ad4,SAB384,6.1,238,sr1,2017-05-31,1b4b6d50-2eb1-4e1e-a5d6-2d1cf07dc981,madison,yes,yes,NA,yes,1959-11-18,female,1,never,NA,equal,yes,never,NA,NA,yes,less,same,difficult,sr1
472e9705-6e68-4b60-9cd7-f00cb1018cb3,SAB341A,6.1,238,NA,2019-01-09,15adb754-8270-4a06-a79f-6c766a97bf0f,rosana,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr3
8218b258-59c4-470d-830e-3b25530ee1ce,SAB342,6.1,238,sr3,2019-01-09,93d0343e-4cc7-46ec-9490-9d7fb317e795,rosana,yes,yes,NA,yes,1958-02-06,female,NA,yes,equal,never,yes,never,NA,NA,yes,same,same,ok,sr3
8218b258-59c4-470d-830e-3b25530ee1ce,SAB342,6.1,238,sr2,2018-05-16,695e28fb-99d0-45e7-a84b-568c6495d04a,mollybarry,yes,yes,NA,yes,1958-02-06,female,1,yes,less,less,yes,never,NA,NA,yes,less,less,ok,sr2
8218b258-59c4-470d-830e-3b25530ee1ce,SAB342,6.1,238,sr1,2017-05-31,ff5dcb0e-d081-412f-9855-dc3469a12da3,madison,yes,yes,NA,yes,1985-10-18,male,1,never,NA,less,yes,never,NA,NA,yes,less,less,easy,sr1
be8adf59-557f-431b-90ab-dfadb0a0ff31,SAB343,6.1,238,sr3,2019-01-09,097aa3c0-6baa-4b96-a1cf-b7553f810c82,rosana,yes,yes,NA,yes,1979-12-20,female,NA,yes,less,equal,yes,yes,appearance,NA,no,less,less,easy,sr3
be8adf59-557f-431b-90ab-dfadb0a0ff31,SAB343,6.1,238,sr2,2018-05-16,e44c9543-9ae8-41a7-881c-e6b5fbec8bf1,mollybarry,yes,yes,NA,yes,1979-12-20,female,1,never,NA,less,yes,never,NA,NA,no,less,less,easy,sr2
be8adf59-557f-431b-90ab-dfadb0a0ff31,SAB343,6.1,238,sr1,2017-05-17,e82ef814-c0cb-48d1-81e2-e5909c3b4372,madison,yes,yes,NA,yes,1979-06-29,male,1,never,NA,less,yes,never,NA,NA,yes,less,less,easy,sr1
74beeaba-627d-478a-8ab1-46240090d03c,SAB347,6.1,238,NA,2019-01-09,7f061952-5547-4884-a785-24fe8b09c296,rosana,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr3
502a4721-22b4-428a-9919-aaf8cd21528a,SAB355,6.1,238,sr3,2019-01-09,09e8ee53-be97-402d-bd74-102097cbf764,rosana,yes,yes,NA,yes,1959-04-04,female,NA,never,NA,never,yes,never,NA,NA,yes,less,less,ok,sr3
502a4721-22b4-428a-9919-aaf8cd21528a,SAB355,6.1,238,sr2,2018-05-16,838005cf-44ee-4bb0-bd9e-de7c852b1b67,angel,yes,yes,NA,yes,1959-04-04,female,1,never,NA,never,yes,never,NA,NA,yes,more,less,easy,sr2
502a4721-22b4-428a-9919-aaf8cd21528a,SAB355,6.1,238,sr1,2017-05-31,815487b8-ed12-47ab-8b56-62e48b70680d,madison,yes,yes,NA,yes,1959-03-30,female,1,never,NA,never,yes,never,NA,NA,yes,less,less,easy,sr1
4f468a51-ff42-442a-85e6-48f92215f59d,SAB357,6.1,238,sr3,2019-01-09,20a0a430-c80d-433d-854c-8ba481af7150,rosana,yes,yes,NA,yes,1982-08-14,male,NA,never,NA,never,yes,never,NA,NA,yes,less,less,ok,sr3
4f468a51-ff42-442a-85e6-48f92215f59d,SAB357,6.1,238,sr2,2018-06-13,5d275245-bae3-493a-af14-7181ecf9b029,iquitos_fc,yes,yes,NA,yes,1982-06-29,female,1,yes,less,less,yes,never,NA,NA,yes,less,less,easy,sr2
4f468a51-ff42-442a-85e6-48f92215f59d,SAB357,6.1,238,NA,2018-05-30,ac6b49da-5e84-4bac-b6e3-396a64fc0de9,mollybarry,yes,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr2
4f468a51-ff42-442a-85e6-48f92215f59d,SAB357,6.1,238,sr1,2017-05-31,e8354eb8-6315-4e2a-be2c-b7c0a1a04bd9,madison,yes,yes,NA,yes,1950-11-30,female,1,yes,less,never,yes,never,NA,NA,no,less,less,difficult,sr1
e22bb200-b573-430e-baca-ae77b35b706f,SAB360A2,6.1,238,sr3,2019-01-09,1c55555a-3d84-484f-b9eb-01865b50d5b2,rosana,yes,yes,NA,yes,1947-02-07,female,NA,never,NA,never,yes,never,NA,NA,no,less,less,difficult,sr3
e22bb200-b573-430e-baca-ae77b35b706f,SAB360A2,6.1,238,sr2,2018-05-16,d07de107-e1fb-4cef-941c-811c13a1e796,angel,yes,yes,NA,yes,1947-02-07,female,3,never,NA,never,yes,never,NA,NA,no,less,less,ok,sr2
e22bb200-b573-430e-baca-ae77b35b706f,SAB360A2,6.1,238,sr1,2017-05-31,980178b0-ab20-47c2-9268-95fb5685bfdb,madison,yes,yes,NA,yes,1947-02-07,female,1,never,NA,less,yes,never,NA,NA,yes,less,less,difficult,sr1
9272d0ee-c695-4b76-957b-f81ac781621b,SAB382,6.1,238,sr3,2019-01-09,823d8ffc-38bf-4a4a-a832-92f68297fdfb,rosana,yes,yes,NA,yes,1953-10-10,male,NA,never,NA,never,no,never,NA,NA,no,more,more,easy,sr3
9272d0ee-c695-4b76-957b-f81ac781621b,SAB382,6.1,238,NA,2018-05-30,6550eff4-ea40-474a-869b-ca7f2f265f93,mollybarry,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr2
9272d0ee-c695-4b76-957b-f81ac781621b,SAB382,6.1,238,NA,2018-05-16,9e93ee0f-42e9-49ac-acad-a3e138be2698,mollybarry,yes,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr2
2d632194-8a15-4005-8878-1f3d931b190d,SAB373,6.1,238,sr3,2019-01-09,58201c3c-36cf-4611-a1fb-beeb610e29b9,rosana,yes,yes,NA,yes,1942-10-17,male,NA,never,NA,equal,no,never,NA,NA,no,more,same,difficult,sr3
2d632194-8a15-4005-8878-1f3d931b190d,SAB373,6.1,238,sr2,2018-05-16,7d7a651c-6ba3-478c-b079-aaa47f26aa04,arnold,yes,yes,NA,yes,1942-10-17,male,1,never,NA,never,yes,never,NA,NA,yes,less,less,ok,sr2
eff71d45-ef82-4c65-8702-8c62a6865681,SAB348,6.1,238,sr3,2019-01-09,610fbadc-2d09-44d6-ac55-791d16668bd9,rosana,yes,yes,NA,yes,2000-12-10,male,NA,yes,equal,never,yes,never,NA,NA,no,less,less,easy,sr3
eff71d45-ef82-4c65-8702-8c62a6865681,SAB348,6.1,238,sr2,2018-06-13,35e5056c-6cd2-4603-a238-1a8d3367b9cd,iquitos_fc,yes,yes,NA,yes,1960-04-02,female,1,never,NA,never,yes,never,NA,NA,yes,same,less,ok,sr2
dc5a4b12-ec69-46c7-8ea5-5a38711fd2e3,SAB387,6.1,238,sr3,2019-01-09,70bb2ce2-e631-4bb0-ba7a-8859ce13fbeb,arnold,yes,yes,NA,yes,1976-12-27,female,NA,yes,less,less,yes,never,NA,NA,yes,same,same,easy,sr3
dc5a4b12-ec69-46c7-8ea5-5a38711fd2e3,SAB387,6.1,238,NA,2018-05-16,ae3d4c0e-3ed1-4992-8d17-2adf1a8bd99b,mollybarry,yes,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr2
f0b2775b-91f3-472b-8e9c-a99981bf3d9a,SAB340,6.1,238,sr3,2019-01-09,19598ba6-c299-4946-9e4f-323e4d14081a,arnold,yes,yes,NA,yes,1963-02-17,female,NA,yes,less,less,yes,never,NA,NA,yes,less,less,ok,sr3
f0b2775b-91f3-472b-8e9c-a99981bf3d9a,SAB340,6.1,238,sr2,2018-06-26,c00b9e02-b211-49d2-a866-72d4e03b1868,iquitos_fc,yes,yes,NA,yes,1963-01-17,female,1,yes,less,never,yes,never,NA,NA,no,same,less,difficult,sr2
f0b2775b-91f3-472b-8e9c-a99981bf3d9a,SAB340,6.1,238,NA,2018-05-16,06302b5d-8f3c-4c65-b081-0faf2944f00c,mollybarry,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr2
f0b2775b-91f3-472b-8e9c-a99981bf3d9a,SAB340,6.1,238,sr1,2017-05-31,287eb8d0-db97-4a9e-b809-56097088253b,madison,yes,yes,NA,yes,1963-02-17,female,1,yes,less,never,yes,never,NA,NA,yes,less,less,difficult,sr1
e15954d8-e10e-432a-80a1-0bc73c5de2e9,SAB356A,6.1,238,sr3,2019-01-09,a0924729-6c31-4b81-974d-1661a77297ce,arnold,yes,yes,NA,yes,1974-05-23,female,NA,never,NA,never,yes,never,NA,NA,yes,less,less,easy,sr3
e15954d8-e10e-432a-80a1-0bc73c5de2e9,SAB356A,6.1,238,NA,2018-05-30,f1059dac-f1ab-49ca-9571-9f8df3c1bd60,mollybarry,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr2
0749ce47-4b57-491b-b25f-f355149899a4,SAB360A1,6.1,238,sr3,2019-01-09,544642ad-a5ea-4916-ae4c-b033be85815a,arnold,yes,yes,NA,yes,1970-04-13,female,NA,never,NA,never,yes,never,NA,NA,yes,less,less,ok,sr3
0749ce47-4b57-491b-b25f-f355149899a4,SAB360A1,6.1,238,sr2,2018-05-16,efa8eb00-39ab-452e-aeb0-5ecda4ddc088,angel,yes,yes,NA,yes,1968-12-03,male,2,yes,less,never,yes,never,NA,NA,yes,less,less,easy,sr2
0749ce47-4b57-491b-b25f-f355149899a4,SAB360A1,6.1,238,sr1,2017-05-31,eb19ec4b-296e-4800-bf3a-60a15331a587,madison,yes,yes,NA,yes,1968-12-03,male,1,yes,less,never,yes,never,NA,NA,yes,less,less,difficult,sr1
5e8e35bf-aab7-4a6b-bfe2-aa6e55889698,SAB370,6.1,238,sr3,2019-01-09,3dd77310-779b-48e2-bf50-d360e1a51a33,arnold,yes,yes,NA,yes,1999-10-06,female,NA,never,NA,less,yes,never,NA,NA,yes,less,less,easy,sr3
5e8e35bf-aab7-4a6b-bfe2-aa6e55889698,SAB370,6.1,238,NA,2019-01-09,5d72bd4e-6825-4658-bce4-36b53e0e7e54,rosana,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr3
5e8e35bf-aab7-4a6b-bfe2-aa6e55889698,SAB370,6.1,238,sr2,2018-05-16,626b79f8-99a2-4c8d-a88e-26615f70c9e0,angel,yes,yes,NA,yes,1960-10-05,male,4,never,NA,never,yes,never,NA,NA,yes,less,less,difficult,sr2
5e8e35bf-aab7-4a6b-bfe2-aa6e55889698,SAB370,6.1,238,sr1,2017-05-31,dda7fccb-c98b-4ae1-b358-fa53eec7a3fc,madison,yes,yes,NA,yes,1962-10-05,male,1,never,NA,never,yes,never,NA,NA,no,less,less,difficult,sr1
48df8b23-b669-4abf-8a06-6c80c845a977,SAB337,6.1,238,sr3,2019-01-09,95de182b-18cf-4c1f-a9ec-d02c8ac64fe3,arnold,yes,yes,NA,yes,1981-12-09,female,NA,yes,equal,equal,no,yes,appearance,NA,no,more,more,easy,sr3
48df8b23-b669-4abf-8a06-6c80c845a977,SAB337,6.1,238,sr2,2018-05-16,b02b70ac-dffa-4317-b3fa-b44052486747,mollybarry,yes,yes,NA,yes,1967-05-16,male,1,yes,equal,more,no,yes,appearance,NA,no,same,same,easy,sr2
48df8b23-b669-4abf-8a06-6c80c845a977,SAB337,6.1,238,sr1,2017-05-17,de39539b-5690-4e50-bf20-b9cee24bf9d2,beyquer,yes,yes,NA,yes,1998-08-18,female,1,never,NA,never,no,never,NA,NA,no,more,more,easy,sr1
90b298f6-d69e-4412-bd6e-86255f954736,SAB334B,6.1,238,sr3,2019-01-09,4cf0ed0e-94e2-49a0-823f-914af3e7b278,rosana,yes,yes,NA,yes,1942-09-24,female,NA,yes,equal,equal,yes,never,NA,NA,yes,less,same,difficult,sr3
d054c411-e9d6-45a3-abe8-8bb44b5674f3,SAB356B,6.1,238,NA,2019-01-09,35b50d8d-a80d-470c-8b5b-851ba0646a09,rosana,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr3
d054c411-e9d6-45a3-abe8-8bb44b5674f3,SAB356B,6.1,238,NA,2018-05-30,1f10320e-fd1d-43cf-877b-5a6e223a5ea5,mollybarry,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr2
1e8324aa-8ec3-4a89-9815-34b1ee856ae8,SAB385B,6.1,238,sr2,2018-05-16,60ea429b-c86d-460b-81ed-4a34b0ec874d,mollybarry,yes,yes,NA,yes,1960-01-10,male,1,never,NA,less,yes,never,NA,NA,no,less,less,easy,sr2
2870dbe8-0c6b-4460-9a91-b2b39e174b48,SAB383,6.1,238,sr3,2019-01-09,609164be-cef4-4274-ad15-fdcda1c0509f,rosana,yes,yes,NA,yes,1966-05-05,female,NA,yes,less,equal,yes,never,NA,NA,no,same,same,ok,sr3
e518d7ad-1f5b-4c73-adb6-8e54ad9b70d5,SAB372,6.1,238,sr3,2019-01-09,a1106e65-d8a7-4303-96c2-86d4cfc8e7cf,rosana,yes,yes,NA,yes,1980-02-28,female,NA,yes,more,less,yes,never,NA,NA,yes,less,same,easy,sr3
d1b7a7fa-68c6-49b3-8ce2-6aa8d79a9549,SA163,6.2,308,sr1,2017-05-12,5272d9d6-2fd7-4868-93ef-0acc43f176cb,madison,yes,yes,NA,yes,1966-01-15,male,1,never,NA,never,no,never,NA,NA,no,same,less,difficult,sr1
c74dbc20-141a-4856-94a8-b2ead326344b,SA129B,6.2,308,sr1,2017-05-12,606b5a12-1034-4690-bffa-3ad53e67a501,madison,yes,yes,NA,yes,1981-04-29,female,1,yes,less,less,yes,never,NA,NA,yes,less,less,ok,sr1
6da4dd30-2494-4480-bba4-517856911c49,SA150,6.2,308,sr1,2017-05-26,377cfad9-c6b2-497f-9d2f-278d29128289,madison,yes,yes,NA,yes,1989-03-17,female,1,yes,equal,never,yes,never,NA,NA,no,same,less,easy,sr1
f38d8cd2-15f1-4086-879a-7182d6ac53ab,SA160E,6.2,308,sr1,2017-05-12,76846478-2ca6-496d-91ea-1d5be7b0238e,madison,yes,yes,NA,yes,1999-02-27,female,1,yes,equal,less,yes,never,NA,NA,yes,same,less,easy,sr1
3a67ef1f-9b64-41e5-9aa5-7459ddacbfc2,SA132B,6.2,308,sr3,2019-01-15,015419bd-90de-41b4-bc39-67da6a82ea95,alfonsosr,yes,yes,NA,yes,1947-04-08,male,NA,yes,equal,equal,no,never,NA,NA,no,same,same,difficult,sr3
c07d24d9-2a2c-4cdd-9005-82c4e3fdeccf,SA138,6.2,308,sr3,2019-01-15,c61913b3-cf31-4fc7-97f2-55d403a412ae,alfonsosr,yes,yes,NA,yes,1956-09-16,female,NA,yes,equal,never,yes,never,NA,NA,yes,less,less,easy,sr3
c07d24d9-2a2c-4cdd-9005-82c4e3fdeccf,SA138,6.2,308,NA,2017-05-12,c9781224-93cf-4700-a3fe-b4975a63dabb,madison,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr1
56972574-2d2a-44a2-8271-971ee679e731,SA141,6.2,308,sr3,2019-01-15,1dd9f055-2496-44d1-a681-6f9b1550fa78,alfonsosr,yes,yes,NA,yes,1967-04-05,male,NA,yes,less,less,yes,never,NA,NA,yes,less,less,ok,sr3
56972574-2d2a-44a2-8271-971ee679e731,SA141,6.2,308,sr1,2017-05-12,4f6ff59d-1962-4644-bdd2-0da644d0cf45,madison,yes,yes,NA,yes,1967-04-05,male,1,yes,less,never,yes,never,NA,NA,yes,less,less,difficult,sr1
58b4413b-6793-4a04-a1c1-c0348ed6333a,SA143,6.2,308,sr3,2019-01-15,a0ad56e4-eb7f-4b7f-9b84-860348cc760b,alfonsosr,yes,yes,NA,yes,1957-12-25,female,NA,yes,equal,never,yes,never,NA,NA,no,same,less,easy,sr3
58b4413b-6793-4a04-a1c1-c0348ed6333a,SA143,6.2,308,sr2,2018-05-25,49ff5aff-dbaa-47c3-be87-7578dca087f9,iquitos_gp,yes,yes,NA,yes,1983-06-18,male,NA,yes,equal,equal,yes,never,NA,NA,no,same,same,easy,sr2
58b4413b-6793-4a04-a1c1-c0348ed6333a,SA143,6.2,308,sr1,2017-05-12,602f2e8d-3c2c-4601-aa08-7a32e57ab5a5,madison,yes,yes,NA,yes,1959-12-26,female,1,never,NA,equal,yes,never,NA,NA,yes,same,same,difficult,sr1
6b22d6e0-625b-4c2c-b674-0ff8402b6677,SA149,6.2,308,sr3,2019-01-15,add00ba1-7697-4249-892c-64e9e9ff3b2a,alfonsosr,yes,yes,NA,yes,1981-04-10,male,NA,never,NA,equal,yes,never,NA,NA,yes,less,less,easy,sr3
6b22d6e0-625b-4c2c-b674-0ff8402b6677,SA149,6.2,308,sr1,2017-05-26,0a250365-1d99-449c-b48c-2d55ed000497,madison,yes,yes,NA,yes,1976-09-06,female,1,never,NA,never,yes,never,NA,NA,yes,less,less,difficult,sr1
6b22d6e0-625b-4c2c-b674-0ff8402b6677,SA149,6.2,308,NA,2017-05-12,f9294d95-7df6-4d81-a6dd-89435069b5a3,madison,yes,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr1
d09508fc-d4fc-4f95-80df-5bd08edc5d33,SA159,6.2,308,NA,2019-01-15,0bdf6d1b-e7b1-4d18-8f08-d19441155af4,alfonsosr,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr3
d09508fc-d4fc-4f95-80df-5bd08edc5d33,SA159,6.2,308,sr1,2017-05-26,d56a6d5d-c316-44a0-a5c8-891e8942c4b5,madison,yes,yes,NA,yes,1955-06-02,female,1,yes,less,never,yes,never,NA,NA,yes,same,same,difficult,sr1
d09508fc-d4fc-4f95-80df-5bd08edc5d33,SA159,6.2,308,NA,2017-05-12,7b13c8d5-8e1e-47b0-86ac-637a979a7c96,madison,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr1
b37735d9-8340-461b-afc3-1b11b10fc05a,SA165,6.2,308,sr3,2019-01-15,b41c8412-ba0b-43e9-bb2b-502dc9c48bc9,alfonsosr,yes,yes,NA,yes,1987-03-07,male,NA,never,NA,never,yes,never,NA,NA,yes,less,less,difficult,sr3
b37735d9-8340-461b-afc3-1b11b10fc05a,SA165,6.2,308,sr1,2017-05-26,80c73e40-da68-48e5-a437-db8bd018df88,madison,yes,yes,NA,yes,1988-10-19,female,1,yes,equal,never,yes,never,NA,NA,no,less,less,difficult,sr1
3c8a2f6e-6824-4cfe-a646-3afd11700165,SA160F,6.2,308,sr3,2019-01-15,faeeeccd-a270-4f33-9077-f803f0885475,alfonsosr,yes,yes,NA,yes,1974-01-10,male,NA,yes,less,never,yes,never,NA,NA,no,less,less,easy,sr3
379107b5-43d2-4054-8c2e-397333a32895,SA160A,6.2,308,NA,2019-01-15,e586e465-916f-4c2d-a38b-7205cca63778,alfonsosr,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr3
379107b5-43d2-4054-8c2e-397333a32895,SA160A,6.2,308,sr2,2018-05-25,c358d7ed-75b5-4e88-89a8-8d9556e3e036,iquitos_jls,yes,yes,NA,yes,1996-08-21,male,1,yes,less,never,yes,never,NA,NA,no,less,same,easy,sr2
379107b5-43d2-4054-8c2e-397333a32895,SA160A,6.2,308,sr1,2017-05-12,9c0ecea2-2dcc-45cc-8769-c3a3d7c232d5,madison,yes,yes,NA,yes,1972-02-19,male,1,yes,equal,never,no,never,NA,NA,no,same,more,easy,sr1
0f2e0ff8-35dc-47ec-8c36-cfc1bff27d0c,SA132A,6.2,308,NA,2019-01-15,507c4c88-0502-463a-aa72-8564ec4d403a,alfonsosr,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr3
27f2adfe-45e0-4251-8454-de15fa9fce60,SA137,6.2,308,sr3,2019-01-15,e1d8e783-5a84-49a9-a306-3fea44e933fd,alfonsosr,yes,yes,NA,yes,1967-11-01,female,NA,never,NA,never,yes,never,NA,NA,no,less,less,easy,sr3
27f2adfe-45e0-4251-8454-de15fa9fce60,SA137,6.2,308,sr2,2018-05-25,37875ee6-171f-4fee-b255-2ce8ca6b175e,iquitos_gp,yes,yes,NA,yes,1967-11-01,female,NA,never,NA,never,yes,never,NA,NA,no,less,same,easy,sr2
27f2adfe-45e0-4251-8454-de15fa9fce60,SA137,6.2,308,sr1,2017-05-12,45f748b7-ddb7-414a-9c2d-dbac943c2ca6,madison,yes,yes,NA,yes,1998-05-22,male,1,never,NA,less,yes,never,NA,NA,yes,less,less,easy,sr1
d3bb9f14-e3ee-45bc-8bd7-e9fe770b2da2,SA148,6.2,308,sr3,2019-01-15,0a866a70-1d44-403a-93c7-72068c0b6887,alfonsosr,yes,yes,NA,yes,1986-12-09,female,NA,never,NA,equal,yes,never,NA,NA,yes,same,same,easy,sr3
d3bb9f14-e3ee-45bc-8bd7-e9fe770b2da2,SA148,6.2,308,sr2,2018-05-25,f2ca2a9b-3d57-40e8-878b-8680d5e29e1f,iquitos_gp,yes,yes,NA,yes,1980-12-27,male,NA,never,NA,equal,yes,never,NA,NA,no,less,same,ok,sr2
d3bb9f14-e3ee-45bc-8bd7-e9fe770b2da2,SA148,6.2,308,sr1,2017-05-12,d7856601-3ab1-460a-ac01-13cc807726dd,madison,yes,yes,NA,yes,1951-09-07,male,1,never,NA,equal,yes,never,NA,NA,yes,same,less,difficult,sr1
cbc29ea3-1232-445e-8290-3ce25d9cb8c8,SA154,6.2,308,NA,2019-01-24,842f494d-101b-4cdb-8ebc-347d5c59a5b0,alfonsosr,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sr3
